bigg_id,name,reaction_string,ec_numbers
MIHKPP,Myo-inositol-hexakisphosphate 4-phosphohydrolase,h2o_c + minohp_c <-> 2.0 h_c + mi12356p_c + pi_c,3.1.3.26; 3.1.3.62
LLOX13,Linoleate 13-lipoxygenase,lnlc_c + o2_c <-> 13Shpocdcy1829Z11Ea_c,1.13.11.12; 1.13.11.33
ACRS,Acireductone synthase,dkmpp_c <-> hkmpp_c + h_c,3.1.3.77; 5.3.2.5
AHSL,O-Acetyl-L-homoserine succinate-lyase,achms_h + cys__L_h <-> ac_h + cyst__L_h + h_h,2.5.1.48
CBL,Cystathionine beta-lyase,cyst__L_h + h2o_h <-> hcys__L_h + nh4_h + pyr_h,4.4.1.8
CYSTS_1,Cystathione synthase,cys__L_h + phom_h <-> cyst__L_h + pi_h,2.5.1; 2.5.1.48
MATm,"Methionine adenosyltransferase, mitochondria",atp_m + h2o_m + met__L_m <-> amet_m + h_m + pi_m + ppi_m,2.5.1.6
UDPDOLPT,Dolichyl-phosphate beta-glucosyltransferase,dolp_c + udpg_c <-> dolpglc_c + udp_c,2.4.1.117
ANNAT,ATP:nicotinamide-nucleotide adenylyltransferase,atp_c + 2.0 h_c + nmn_c <-> nad_c + ppi_c,2.7.7.1; 2.7.7.18
ANNATn,"ATP:nicotinamide-nucleotide adenylyltransferase, nucleus",atp_n + 2.0 h_n + nmn_n <-> nad_n + ppi_n,2.7.7.1; 2.7.7.18
NAPT,Nicotinamide phosphoribosyltransferase,nmn_c + ppi_c <-> ncam_c + prpp_c,2.4.2.12
NNOR,NADPH:NAD+ oxidoreductase,nad_m + nadph_m <-> nadh_m + nadp_m,1.6.1.1; 1.6.1.2; 1.6.1.3
CPS,Carbamoyl-phosphate synthase (ammonia),2.0 atp_h + co2_h + h2o_h + nh4_h <-> 2.0 adp_h + cbp_h + 3.0 h_h + pi_h,6.3.4.16
URCBm,"Urea carboxylase, mitochondria",atp_m + hco3_m + urea_m <-> adp_m + allphn_m + 2.0 h_m + pi_m,6.3.4.6
URCN_1,Urocanase,h2o_c + urcan_c <-> 4izp_c + h_c,4.2.1.49
FPGFTh,"10-Formyltetrahydrofolate:5'-phosphoribosylglycinamide formyltransferase, chloroplast",10fthf_h + gar_h <-> fgam_h + h_h + thf_h,2.1.2.2
FPGFTm,"10-Formyltetrahydrofolate:5'-phosphoribosylglycinamide formyltransferase, mitochondria",10fthf_m + gar_m <-> fgam_m + h_m + thf_m,2.1.2.2
FTAL,5-Formiminotetrahydrofolate ammonia-lyase (cyclizing),methf_c + nh4_c <-> 5forthf_c + 3.0 h_c,4.3.1.4
IDPh,Inorganic diphosphatase,h2o_h + ppi_h <-> 2.0 pi_h,3.6.1.1
IDPm,Inorganic pyrophosphatase,h2o_m + ppi_m <-> 2.0 pi_m,3.6.1.1
2DHPFALDL,2-dehydropantoate formaldehyde-lyase (3-methyl-2-oxobutanoate-forming),2dhp_c <-> 3mob_c + fald_c,2.1.2.11; 4.1.2.12
ACPS1_1,"CoA:apo-[acyl-carrier-protein] pantetheinephosphotransferase, cytosol",apoACP_c + coa_c <-> ACP_c + pap_c,2.7.8.7
APPAT,ATP:pantetheine-4'-phosphate adenylyltransferase,atp_c + 2.0 h_c + pan4p_c <-> dpcoa_c + ppi_c,2.7.7.3
PNORn,"Pantoate:NADP+ 2-oxidoreductase, nucleus",nadp_n + pant__R_n <-> 2dhp_n + h_n + nadph_n,1.1.1.169
G6PADH,Glucose-6-phosphate-1-dehydrogenase (g6p-A),g6p_A_c + nadp_c <-> 6pgl_c + h_c + nadph_c,1.1.1.49
G6PADHh,Glucose 6-phosphate dehydrogenase (g6p-A),g6p_A_h + nadp_h <-> 6pgl_h + h_h + nadph_h,1.1.1.49
G6PBDHh,Glucose 6-phosphate dehydrogenase (g6p-B),g6p_B_h + nadp_h <-> 6pgl_h + h_h + nadph_h,1.1.1.363; 1.1.1.49
PGDHh,6-phosphogluconate dehydrogenase,6pgc_h + nadp_h <-> co2_h + nadph_h + ru5p__D_h,1.1.1.351; 1.1.1.44
PPMh,Phosphopentosemutase,r1p_h <-> r5p_h,5.4.2; 5.4.2.2; 5.4.2.7
RPDPK,"Ribose-phosphate diphosphokinase, chloroplast",atp_h + r5p_h <-> amp_h + h_h + prpp_h,2.7.6.1
ATNS,Anthrnailate synthase,chor_h + gln__L_h <-> anth_h + glu__L_h + h_h + pyr_h,4.1.3.27
CHRM,Chorismate mutase,chor_h <-> pphn_h,5.4.99.5
DHQS_1,3-dehydroquinate synthase,2dda7p_h <-> 3dhq_h + pi_h,4.2.3.4
DPHS,3-deoxy-7-phosphoheptulonate synthase,e4p_h + h2o_h + pep_h <-> 2dda7p_h + pi_h,2.5.1.54
DQDH,3-deydroquinate dehydratase,3dhq_h <-> 3dhsk_h + h2o_h,4.2.1.10
PRAI,Phosphoribosylanthranilate isomerase,pran_h <-> 2cpr5p_h,5.3.1.24
PSCIT,3-phosphoshikimate 1-carboxyvinyltransferase,pep_h + skm5p_h <-> 3psme_h + pi_h,2.5.1.19
SKDH,Shikimate dehydrogenase,3dhsk_h + h_h + nadph_h <-> nadp_h + skm_h,1.1.1.25; 1.1.1.282
TYRTAh,"Tyrosine transaminase, chloroplast",34hpp_h + glu__L_h <-> akg_h + tyr__L_h,2.6.1.1; 2.6.1.5; 2.6.1.57; 2.6.1.9
ATPSh,ATP synthase,adp_h + 4.0 h_u + pi_h <-> atp_h + 3.0 h_h + h2o_u,3.6.3.14
AGDI,"Agmatine deiminase, mitochondria",agm_m + h_m + h2o_m <-> Ncbmpts_m + nh4_m,3.5.3.12
AGDIn,"Agmatine deiminase, nucleus",agm_n + h_n + h2o_n <-> Ncbmpts_n + nh4_n,3.5.3.12
CMPA,N-carbamoylputrescine amidase,Ncbmpts_m + h_m + h2o_m <-> co2_m + nh4_m + ptrc_m,3.5.1.53
ORDCh,"Ornithine decarboxylase, chloroplast",h_h + orn_h <-> co2_h + ptrc_h,4.1.1.17
CPPPGO_1,Coproporphyrinogen III oxidase (O2 required),cpppg3_h + 2.0 h_h + 2.0 o2_h <-> 2.0 co2_h + 2.0 h2o2_h + pppg9_h,1.3.3.3
DVCHLDR,Divinyl chlorophyllide vinyl-reductase,dvchlda_h + h_h + nadph_h <-> chlld_h + nadp_h,1.3.1.75
G1SAT_1,Glutamate-1-semialdehyde aminotransferase,glu1sa_h <-> 5aop_h + h_h,5.4.3.8
GGCHLDAR,Geranylgeranyl-chlorophyllide a reductase,ggchlda_u + 3.0 h_u + 3.0 nadph_u <-> cholphya_u + 3.0 nadp_u,1.3.1.83
GLUTRS_1,Glutamyl-tRNA synthetase,atp_h + glu__L_h + trnaglu_h <-> amp_h + glutrna_h + ppi_h,6.1.1; 6.1.1.17; 6.1.1.24
HEMEASm,Heme a synthase (mitochondria),h2o_m + hemeO_m <-> 5.0 h_m + hemeA_m,1.3
HEMELm,Heme c ligase (mitochondria),apocytc_m + pheme_m <-> cytc_m,4.4.1.17
HOXG_1,Heme oxygenase,3.0 h_h + 3.0 nadph_h + 3.0 o2_h + pheme_h <-> biliverd_h + co_h + fe2_h + 3.0 h2o_h + 3.0 nadp_h,1.14.99.3
MPML_1,Mg-protoporphyrin IX magnesium-lyase,atp_h + h2o_h + mg2_h + ppp9_h <-> adp_h + h_h + mppp9_h + pi_h,6.6.1.1
PPBNGD,Porphobilinogen deaminase,h2o_h + 4.0 ppbng_h <-> hmbil_h + 4.0 nh4_h,2.5.1.61; 4.3.1.8
PPBNGS_1,Porphobilinogen synthase,2.0 5aop_h + h_h <-> 2.0 h2o_h + ppbng_h,4.2.1.24
TFENFEOR,Transferrin[Fe(II)]2:NAD+ oxidoreductase,h_h + nadh_h + tfenfe3_h <-> nad_h + tfenfe2_h,1.16.1.2
UPPDC1_1,Uroporphyrinogen decarboxylase (uroporphyrinogen III),4.0 h_h + uppg3_h <-> 4.0 co2_h + cpppg3_h,4.1.1.37
UPPDC2_1,Uroporphyrinogen decarboxylase (uroporphyrinogen I),4.0 h_h + uppg1_h <-> 4.0 co2_h + cpppg1_h,4.1.1.37
ACCAHh,"1-aminocyclopropane-1-carboxylate aminohydrolase (isomerizing), chloroplast",1acpc_h + h2o_h <-> 2obut_h + nh4_h,3.5.99.7
ACCAHm,"1-aminocyclopropane-1-carboxylate aminohydrolase (isomerizing), mitochondria",1acpc_m + h2o_m <-> 2obut_m + nh4_m,3.5.99.7
HPCOR,3-hydroxypropionyl-CoA:NADP+ oxidoreductase,3opcoa_c + h_c + nadph_c <-> 3hpcoa_c + nadp_c,1.1.1.-
PCFPTh,"Propanoyl-CoA:formate C-propanoyltransferase, chloroplast",2obut_h + coa_h <-> for_h + ppcoa_h,2.3.1; 2.3.1.54
PCNO,Propanoyl-CoA:NADP+ 2-oxidoreductase,nadp_c + ppcoa_c <-> h_c + nadph_c + prpncoa_c,1.3.1.-; 1.3.1.84
PPACOALm,"Propanoate:CoA ligase (AMP-forming), mitochondria",atp_m + coa_m + ppa_m <-> amp_m + h_m + ppcoa_m + ppi_m,6.2.1.17
ADSSh,"Adenylosuccinate synthase, chloroplast",asp__L_h + gtp_h + imp_h <-> dcamp_h + gdp_h + 3.0 h_h + pi_h,6.3.4.4
APATT,APS:ATP adenylyltransferase,aps_n + atp_n <-> ap4a_n + so4_n,2.7.7.53
APNn,"Adenosine 3',5'-phosphate 5'-nucleotidohydrolase, nucleus",camp_n + h2o_n <-> amp_n + h_n,3.1.4.17; 3.1.4.53
ATAH,Allantoate amidinohydrolase,alltt_m + h_m + h2o_m <-> urdglyc_m + urea_m,3.5.3.4
ATAH_co2,Allantoate amidinohydrolase (decarboxylating),alltt_m + h_m + h2o_m <-> co2_m + nh4_m + udg_m,3.5.3.9
ATAMh,"ATP:AMP phosphotransferase, chloroplast",amp_h + atp_h <-> 2.0 adp_h,2.7.4.3
ATNAH,(S)(+)-allantoin amidohydrolase,alltn_m + h_m + h2o_m <-> alltt_m,3.5.2.5
BTP,Bis(5'-adenosyl)-triphosphatase,apppa_n + h2o_n <-> adp_n + amp_n + 2.0 h_n,3.6.1.29
BTPS,Bis(5'-nucleosyl)-tetraphosphatase (symmetrical),ap4a_n + h2o_n <-> 2.0 adp_n + 2.0 h_n,3.6.1.41
GCPN,"Guanosine 3',5'-cyclic phosphate 5'-nucleotidohydrolase",35cgmp_c + h2o_c <-> gmp_c,3.1.4.17; 3.1.4.35
GCPNn,"Guanosine 3',5'-cyclic phosphate 5'-nucleotidohydrolase, nucleus",35cgmp_n + h2o_n <-> gmp_n + h_n,3.1.4.17; 3.1.4.35
GMP5N,GMP-5'-nucleotidase,gmp_c + h2o_c <-> gsn_c + h_c + pi_c,3.1.3.5
GMPSm,"GMP synthase, mitochondria",atp_m + nh4_m + xmp_m <-> amp_m + gmp_m + 4.0 h_m + ppi_m,6.3.5.2
PRFGSh,"Phosphoribosylformylglycinamidine synthase, chloroplast",atp_h + fgam_h + gln__L_h + h2o_h <-> adp_h + fpram_h + glu__L_h + h_h + pi_h,6.3.5.3
URO,Urate oxidase,h2o_m + o2_m + urate_m <-> 5hiu_m + h_m + h2o2_m,1.7.3.3
ASPCTm,"Aspartate carbamoyltransferase, mitochondria",asp__L_m + cbp_m <-> cbasp_m + pi_m,2.1.3.2
DATCY,DATP:cytidine 5'-phosphotransferase,cytd_c + datp_c <-> cmp_c + dadp_c + h_c,2.7.1.48
DATUP,DATP:uridine 5'-phosphotransferase,datp_c + uri_c <-> dadp_c + h_c + ump_c,2.7.1.48
DCTCP,DCTP:cytidine 5'-phosphotransferase,cytd_c + dctp_c <-> cmp_c + dcdp_c + h_c,2.7.1.48
DCTUP,DCTP:uridine 5'-phosphotransferase,dctp_c + uri_c <-> dcdp_c + h_c + ump_c,2.7.1.48
DGTUP,DGTP:uridine 5'-phosphotransferase,dgtp_c + uri_c <-> dgdp_c + h_c + ump_c,2.7.1.48
DTTGY,DTTP:cytidine 5'-phosphotransferase,cytd_c + dttp_c <-> cmp_c + dtdp_c + h_c,2.7.1.48
DUTCP,DUTP:cytidine 5'-phosphotransferase,cytd_c + dutp_c <-> cmp_c + dudp_c + h_c,2.7.1.48
DUTUP,DUTP:uridine 5'-phosphotransferase,dutp_c + uri_c <-> dudp_c + h_c + ump_c,2.7.1.48
TDSRh,"Thioredoxin-disulfide reductase, chloroplast",h_h + nadph_h + trdox_h <-> nadp_h + trdrd_h,1.6.4.5; 1.8.1.9
UTUP,UTP:uridine 5'-phosphotransferase,uri_c + utp_c <-> h_c + udp_c + ump_c,2.7.1.48
ACALDh,"Acetaldehyde dehydrogenase (acetylating), chloroplast",acald_h + coa_h + nad_h <-> accoa_h + h_h + nadh_h,1.2.1.10
ACCOAhi,Acetyl-CoA carboxylase,accoa_h + atp_h + hco3_h <-> adp_h + malcoa_h + pi_h,6.4.1.2
APhi,Acylphosphatase,actp_h + h2o_h <-> ac_h + h_h + pi_h,3.6.1.7
IPPSh,"2-isopropylmalate synthase, chloroplast",3mob_h + accoa_h + h2o_h <-> 3c3hmp_h + coa_h + h_h,2.3.3.13
LDHm,D-lactate dehydrogenase,lac__D_m + nad_m <-> h_m + nadh_m + pyr_m,1.1.1.28
LLDHh,L-lactate dehydrogenase,lac__L_h + nad_h <-> h_h + nadh_h + pyr_h,1.1.1.27
PFLh,Pyruvate formate lyase,coa_h + pyr_h <-> accoa_h + for_h,2.3.1.54
PTArh,Phosphotransacetylase,accoa_h + pi_h <-> actp_h + coa_h,2.3.1.8
PTArm,"Phosphotransacetylase, mitochondrial",accoa_m + pi_m <-> actp_m + coa_m,2.3.1.8
PYRDC_1,Pyruvate carboxy-lyase (acetaldehyde-forming),h_m + pyr_m <-> acald_m + co2_m,4.1.1.1
PYRShi,Pyruvate synthase,coa_h + 2.0 fdxox_h + 3.0 h_h + pyr_h <-> accoa_h + co2_h + 2.0 fdxrd_h,1.2.7.1; 1.2.7.11
HYDAh,"(FeFe)-hydrogenase, chloroplast",2.0 fdxrd_h <-> 2.0 fdxox_h + 2.0 h_h + h2_h,1.12.7.2; 1.12.99.-
CAROMO,"Beta-carotene 15,15'-monooxygenase",caro_h + o2_h <-> 2.0 retinal_h,1.13.11.63; 1.14.99.36
CRETINOLOR1,11-cis-retinol:NAD oxidoreductase,nad_s + retinol_cis_11_s <-> h_s + nadh_s + retinal_11_cis_s,1.1.1.315
TRETINOLOR1,Retinol:NAD oxidoreductase,h_s + nadh_s + retinal_s <-> nad_s + retinol_s,1.1.1.1; 1.1.1.105
AFAT,ATP:FMN adenylyltransferase,atp_c + fmn_c + 2.0 h_c <-> fad_c + ppi_c,2.7.7.2
AUS,5-Amino-6-(1-D-ribitylamino)uracil synthase,5aprbu_h + h2o_h <-> 4r5au_h + pi_h,3.1.3.-; 3.1.3.104
DLDLBT,"6,7-Dimethyl-8-(1-D-ribityl)lumazine:6,7-dimethyl-8-(1-D-ribityl) lumazine 2,3-butanediyltransferase",4r5au_h + db4p_h <-> dmlz_h + h_h + 2.0 h2o_h + pi_h,2.5.1.78; 2.5.1.9
RIBFS,Riboflavin synthase,2.0 dmlz_h + h_h <-> 4r5au_h + ribflv_h,2.5.1.9
ACHMSSELCYSL,"O-Acetylhomoserine succinate-lyase (adding cysteine), cytosol",achms_c + selcys_c <-> ac_c + selcyst_c,2.5.1.48
ACSERL,"O3-Acetyl-L-serine acetate-lyase (adding hydrogen sulfide), cytosol",acser_c + seln_c <-> ac_c + 2.0 h_c + selcys_c,2.5.1.47
ACSERLh,"O3-Acetyl-L-serine acetate-lyase (adding hydrogen sulfide), chloroplast",acser_h + seln_h <-> ac_h + 2.0 h_h + selcys_h,2.5.1.47
PHOMSELCYSLh,"O-Phosphorylhomoserine succinate-lyase (adding cysteine), chloroplast",h_h + phom_h + selcys_h <-> pi_h + selcyst_h,2.5.1
SEAHCYSHYD_1,Se-Adenosylselenohomocysteine hydrolase,h2o_c + seahcys_c <-> adn_c + h_c + selhcys_c,3.3.1.1
SELCYSTLh,"Selenocystathionine L-homocysteine-lyase (deaminating), chloroplast",h2o_h + selcyst_h <-> h_h + nh4_h + pyr_h + selhcys_h,4.4.1.8
SELTORc,"Selenite:ferredoxin oxidoreductase, cytosol",6.0 fdxrd_c + slnt_c <-> 6.0 fdxox_c + 6.0 h_c + 3.0 h2o_c + seln_c,1.8.7.1
SELTORm,"Selenite:ferredoxin oxidoreductase, mitochondria",6.0 fdxrd_m + slnt_m <-> 6.0 fdxox_m + 6.0 h_m + 3.0 h2o_m + seln_m,1.8.7.1
SUCHMSSELCYSL,"O-Succinyl-L-homoserine succinate-lyase (adding cysteine), cytosol",selcys_c + suchms_c <-> selcyst_c + succ_c,2.5.1.48
SECYSTL,Selenocysteine---tRNA ligase,atp_m + ser__L_m + trnasecys_m <-> amp_m + ppi_m + sertrna_sec_m,6.1.1.11
SLCS,Selenocysteine synthase,selnp_m + sertrna_sec_m <-> pi_m + sectrna_m,2.9.1.1
AATHA,"Alpha,alpha-trehalase (glc-A)",h2o_c + tre_c <-> 2.0 Glc_aD_c,3.2.1.20; 3.2.1.28
ABFPT,ATP:D-fructose 6-phosphotransferase,atp_c + fru_B_c <-> adp_c + f6p_B_c + h_c,2.7.1.1; 2.7.1.4
ABFPTh,"ATP:D-fructose 6-phosphotransferase, chloroplast",atp_h + fru_B_h <-> adp_h + f6p_B_h + h_h,2.7.1.1; 2.7.1.4
BFFS,Beta-fructofuranosidase,h2o_c + suc6p_c <-> fru_B_c + g6p_A_c,3.2.1.26
SAGH,Sucrose alpha-glucohydrolase,h2o_c + sucr_c <-> fru_B_c + Glc_aD_c,3.2.1.20; 3.2.1.26; 3.2.1.48
UFAGT,UDP-glucose:D-fructose-6-phosphate 2-alpha-D-glucosyltransferase,f6p_B_c + udpg_c <-> h_c + suc6p_c + udp_c,2.4.1.14
SULOm,"Sulfite oxidase, mitochondria",h2o_m + so3_m + o2_m <-> h_m + h2o2_m + so4_m,1.8.3.1
SULR_ferr,Sulfite reductase (ferredoxin),6.0 fdxrd_h + so3_h <-> 6.0 fdxox_h + 6.0 h_h + 3.0 h2o_h + h2s_h,1.8.7.1
AKGDHe2r,2-oxoglutarate dehydrogenase E2 component,coa_m + h_m + sdhlam_m <-> dhlam_m + succoa_m,2.3.1.61
MDH_nadp_fi,Malate dehydrogenase (NADP),mal__L_f + nadp_f <-> h_f + nadph_f + oaa_f,1.1.1.299; 1.1.1.82
ICDHhr,"Isocitrate dehydrogenase (NADP+), reversible",icit_h + nadp_h <-> akg_h + co2_h + nadph_h,1.1.1.42
SUCLm,Succinyl-CoA ligase (ADP-forming),atp_m + coa_m + h_m + succ_m <-> adp_m + pi_m + succoa_m,6.2.1.5
34HPPYRI,3-(4-Hydroxyphenyl)pyruvate keto-enol-isomerase,34hpp_c <-> 2h34hppr_c,5.3.2.1; 5.3.2.6
ACAS_2ahbut,"Acetolactate synthase, 2-Aceto-2-hydroxybutanoate forming",2ahethmpp_h + 2obut_h <-> 2ahbut_h + thmpp_h,2.2.1.6
KARI,Ketol-acid reductoisomerase,2ahbut_h <-> 3hmop_h,1.1.1.86; 5.4.99.3
KARI_23dhmb,"Ketol-acid reductoisomerase, (R)-2,3-Dihydroxy-3-methylbutanoate forming",3hmoa_h + h_h + nadph_h <-> 23dhmb_h + nadp_h,1.1.1.86
KARI_3hmoa,"Ketol-acid reductoisomerase,  3-Hydroxy-3-methyl-2-oxobutanoic acid forming",alac__S_h <-> 3hmoa_h,1.1.1.86; 5.4.99.3
TAL,Threonine ammonia-lyase,thr__L_h <-> 2obut_h + nh4_h,4.3.1.19
VALTLh,"Valine---tRNA ligase, chloroplast",atp_h + trnaval_h + val__L_h <-> amp_h + ppi_h + valtrna_h,6.1.1.9
ALDH,Aldehyde dehydrogenase (NAD+),h2o_m + mmtsa_m + nad_m <-> 2.0 h_m + mm_m + nadh_m,1.2.1.3
DHRT_ivcoa,"Dihydrolipoyllysine-residue (2-methylpropanoyl)transferase, Isovaleryl-CoA forming",3mbdhl_m + coa_m <-> dhlam_m + ivcoa_m,2.3.1.168
ECH_3hivcoa,"Enoyl-coa hydratase, 3-Hydroxyisovaleryl-CoA forming",3mb2coa_m + h2o_m <-> 3hivcoa_m,4.2.1.17
HIBH,"3-hydroxyisobutyryl-coa hydrolase, mitochondrial",3hibutcoa_m + h2o_m <-> 3hib_m + coa_m + h_m,3.1.2.4
HMNO,3-Hydroxy-2-methylpropanoate:NAD+ oxidoreductase,3hib_m + nad_m <-> h_m + mmtsa_m + nadh_m,1.1.1.31; 1.1.1.35
MHGS,Hydroxymethylglutaryl-coa synthase,aacoa_c + accoa_c + h2o_c <-> coa_c + hmgcoa_c,2.3.3.10
MMSDH,Methylmalonate-semialdehyde dehydrogenase (acylating),coa_m + mmtsa_m + nad_m <-> co2_m + nadh_m + ppcoa_m,1.2.1.27
MOD_3mhtpp,"3-methyl-2-oxobutanoate dehydrogenase, 3-Methyl-1-hydroxybutyl-ThPP transforming",3mhtpp_m + lpam_m <-> 3mbdhl_m + thmpp_m,1.2.4.4
BCTA_val_h,"Branched-chain-amino-acid transaminase, valine forming, chloroplast",akg_h + val__L_h <-> 3mob_h + glu__L_h,2.6.1.42; 2.6.1.6
PYDXDH_1,Pyridoxal:oxygen 4-oxidoreductase,h2o_c + o2_c + pydx_c <-> 4pyrdx_c + h_c + h2o2_c,1.2.3.8
PYDXOR,Pyridoxine:NADP+ 4-oxidoreductase,h_c + nadph_c + pydx_c <-> nadp_c + pydxn_c,1.1.1.65
PYDXS,Pyridoxal 5-phosphate synthase,g3p_c + gln__L_c + ru5p__D_c <-> glu__L_c + h_c + 3.0 h2o_c + pi_c + pydx5p_c,4.3.3.6
23CN2P1,2  3  cyclic nucleotide 2  phosphodiesterase  2  3  cyclc AMP ,23camp_c + h2o_c <-> 3amp_c + h_c,3.1.4.16
23CN2P4,2  3  cyclic nucleotide 2  phosphodiesterase  2  3   cyclic GMP ,23cgmp_c + h2o_c <-> 3gmp_c + h_c,3.1.4.16
26DPAi,Dipicolinate synthase,23dhdp_c + nad_c <-> DPA_c + h_c + nadh_c,1.3.1
2S6HCCi,2 succinyl 6 hydroxy 2 4 cyclohexadiene 1 carboxylate synthase,akg_c + h_c + ichor_c <-> 2shchc_c + co2_c + pyr_c,2.2.1.9; 2.5.1.64; 4.1.1.71; 4.1.3.-; 4.2.99.20
3NUCLE1,3  nucleotidase  3  AMP ,3amp_c + h2o_c <-> adn_c + pi_c,3.1.3.6
3NUCLE3,3  nucleotidase  3  cMP ,3cmp_c + h2o_c <-> cytd_c + pi_c,3.1.3.6
3NUCLE4,3  nucleotidase  guanosine 3  phosphate ,3gmp_c + h2o_c <-> gsn_c + pi_c,3.1.3.6
AAMYL_1,Alpha amylase,starch_e <-> dextrin_e,3.2.1.1
ACACT5r_1,Acetyl CoA C acyltransferase  decanoyl CoA ,accoa_c + dccoa_c <-> 3oddcoa_c + coa_c,2.3.1.16
ADADir,Deoxycytidine kinase,atp_c + dcyt_c <-> adp_c + dcmp_c + h_c,2.7.1.145; 2.7.1.213; 2.7.1.74
AHSERL4,Cysteine synthase  Thiosulfate ,acser_c + trdrd_c + tsul_c <-> ac_c + cys__L_c + h_c + so3_c + trdox_c,2.5.1.47; 2.5.1.49; 4.2.99.8
ALDD11,Aldehyde dehydrogenase  undecanal  NAD ,h2o_c + nad_c + udcal_c <-> 2.0 h_c + nadh_c + udca_c,1.2.1.19
ALDD16,Aldehyde dehydrogenase  hexadecanal  NAD ,h2o_c + hxdcal_c + nad_c <-> 2.0 h_c + hdca_c + nadh_c,1.2.1.3; 1.2.1.48; 1.2.1.5
ALDD20x_1,Aldehyde dehydrogenase  NAD ,h2o_c + imzacd_c + nad_c <-> 2.0 h_c + imzac_c + nadh_c,1.2.1.3
ALDD32,Aldehyde dehydrogenase  D Glucuronolactone  NADH ,glcurn_c + 2.0 h2o_c + nad_c <-> glcr_c + 3.0 h_c + nadh_c,1.2.1.3
ALDD5,Aldehyde dehydrogenase  pentanal  NAD ,h2o_c + nad_c + ptal_c <-> 2.0 h_c + nadh_c + pta_c,1.2.1.19; 1.2.1.24; 1.2.1.3
ALDD6,Aldehyde dehydrogenase  hexanal  NAD ,h2o_c + hxal_c + nad_c <-> 2.0 h_c + hxa_c + nadh_c,1.2.1.3; 1.2.1.36; 1.2.1.48; 1.2.1.5
ALDD8,Aldehyde dehydrogenase  octanal  NAD ,h2o_c + nad_c + octal_c <-> 2.0 h_c + nadh_c + octa_c,1.2.1.3
APATi,Tetrahydrodipicolinate acetyltransferase,accoa_c + h2o_c + thdp_c <-> acamoxm_c + coa_c,2.3.1.-; 2.3.1.89
ARABRr,Arabinose reductase,arab__L_c + h_c + nadph_c <-> abt__L_c + nadp_c,1.1.1.2; 1.1.1.21
BG_CELLB,Beta glucosidase  cellobiose ,cellb_e + h2o_e <-> 2.0 glc__D_e,3.2.1.21; 3.2.1.74
BG_MBDG,Beta glucosidase,h2o_e + mbdg_e <-> glc__D_e + meoh_e,3.2.1.21
BLACT,Beta lactamase,h2o_c + pencil_c <-> h_c + pencilca_c,3.5.2.6
CA2abc1,Calcium efflux  via ABC system,atp_c + ca2_c + h2o_c <-> adp_c + h_c + pi_c + ca2_e,3.6.3; 3.6.3.8
CYOO3,Cytochrome c oxidase  He   2 ,2.0 focytcc_c + 6.0 h_c + 0.5 o2_c <-> 2.0 ficytcc_c + h2o_c + 4.0 h_e,1.9.3.1
CYTOM,Cytosine 5 methyltransferase,amet_c + csn_c <-> 5mcsn_c + ahcys_c + h_c,2.1.1.37
DAAOP,D alanyl aminopeptidase,alaala_e + h2o_e <-> 2.0 ala__D_e,3.4.13.22
DGNSK,Deoxyguanosine kinase,atp_c + dgsn_c <-> adp_c + dgmp_c + h_c,2.7.1.113; 2.7.1.145; 2.7.1.74
DM1PE,2 3 diketo 5 methylthiopentyl 1 phosphate enolase,dkmpp_c <-> 2h3k5m_c + h_c,3.1.3.77; 5.3.2.5
ECOAH2c,Enoyl CoA hydratase  bacterial,2mp2coa_c + h_c + h2o_c <-> hibcoa_c,4.2.1.17
FCLT_2,Heme B synthesis reaction,fe2_c + ppp9_c <-> h_c + pheme_c,4.99.1.1
FGLU_1,Formimidoylglutamase,forglu_c + h2o_c <-> frmd_c + glu__L_c,3.5.3.8
FMETDF,Formylmethionine deformylase,fmet_c + h2o_c <-> for_c + met__L_c,3.5.1.31
G1Dx,Glucose 1 dehydrogenase  NAD ,glc__D_c + nad_c <-> g15lac_c + h_c + nadh_c,1.1.1.118; 1.1.1.121
GALS2,A galactosidase  galactose oligosaccharides ,galogs_c + h2o_c <-> gal_c,3.2.1.22
GGTAe2,Gamma glutamyltransferase,gthrd_e + h2o_e <-> cgly_e + glu__L_e,3.4.19; 3.4.19.13
GLCRAL_1,5 dehydro 4 deoxyglucarate aldolase,5d4dglcr_c <-> 2h3opp_c + pyr_c,4.1.2.20
GLCRD_1,Glucarate dehydratase,glcr_c <-> 5d4dglcr_c + h2o_c,4.2.1.40
GLYO1,Glycine oxidase,gly_c + h2o_c + o2_c <-> glx_c + h2o2_c + nh4_c,1.4.3.19; 1.4.3.3
HEMEOS_1,Heme O synthase,frdp_c + h2o_c + pheme_c <-> h_c + hemeO_c + ppi_c,2.5.1.-
HP5CD_1,3 hydroxy 1 pyrroline 5 carboxylate dehydrogenase,1p3h5c_c + 2.0 h2o_c + nad_c <-> 4hglu_c + h_c + nadh_c,1.5.1.12
IGPDH_1,Imidazoleglycerol phosphate dehydratase,eig3p_c + h_c <-> h2o_c + imacp_c,4.2.1.19
ILEDHr,Isoleucine dehydrogenase,h2o_c + ile__L_c + nad_c <-> 2o3mpt_c + h_c + nadh_c + nh4_c,1.4.1.20; 1.4.1.9
ISOMS,Isomaltulose synthase,sucr_c <-> pala_c,5.4.99.11
