bigg_id,name,reaction_string,kegg_reactions
FTAL,5-Formiminotetrahydrofolate ammonia-lyase (cyclizing),methf_c + nh4_c <-> 5forthf_c + 3.0 h_c,R02302
IDPh,Inorganic diphosphatase,h2o_h + ppi_h <-> 2.0 pi_h,R00004
IDPm,Inorganic pyrophosphatase,h2o_m + ppi_m <-> 2.0 pi_m,R00004
2DHPFALDL,2-dehydropantoate formaldehyde-lyase (3-methyl-2-oxobutanoate-forming),2dhp_c <-> 3mob_c + fald_c,R01216
APPAT,ATP:pantetheine-4'-phosphate adenylyltransferase,atp_c + 2.0 h_c + pan4p_c <-> dpcoa_c + ppi_c,R03035
PNORn,"Pantoate:NADP+ 2-oxidoreductase, nucleus",nadp_n + pant__R_n <-> 2dhp_n + h_n + nadph_n,R02472
G6PBDHh,Glucose 6-phosphate dehydrogenase (g6p-B),g6p_B_h + nadp_h <-> 6pgl_h + h_h + nadph_h,R02736
PGDHh,6-phosphogluconate dehydrogenase,6pgc_h + nadp_h <-> co2_h + nadph_h + ru5p__D_h,R01528
ATNS,Anthrnailate synthase,chor_h + gln__L_h <-> anth_h + glu__L_h + h_h + pyr_h,R00986
CHRM,Chorismate mutase,chor_h <-> pphn_h,R01715
DHQS_1,3-dehydroquinate synthase,2dda7p_h <-> 3dhq_h + pi_h,R03083
DPHS,3-deoxy-7-phosphoheptulonate synthase,e4p_h + h2o_h + pep_h <-> 2dda7p_h + pi_h,R01826
DQDH,3-deydroquinate dehydratase,3dhq_h <-> 3dhsk_h + h2o_h,R03084
PRAI,Phosphoribosylanthranilate isomerase,pran_h <-> 2cpr5p_h,R03509
PSCIT,3-phosphoshikimate 1-carboxyvinyltransferase,pep_h + skm5p_h <-> 3psme_h + pi_h,R03460
SKDH,Shikimate dehydrogenase,3dhsk_h + h_h + nadph_h <-> nadp_h + skm_h,R02413
TYRTAh,"Tyrosine transaminase, chloroplast",34hpp_h + glu__L_h <-> akg_h + tyr__L_h,R00734
AGDI,"Agmatine deiminase, mitochondria",agm_m + h_m + h2o_m <-> Ncbmpts_m + nh4_m,R01416
AGDIn,"Agmatine deiminase, nucleus",agm_n + h_n + h2o_n <-> Ncbmpts_n + nh4_n,R01416
CMPA,N-carbamoylputrescine amidase,Ncbmpts_m + h_m + h2o_m <-> co2_m + nh4_m + ptrc_m,R01152
ORDCh,"Ornithine decarboxylase, chloroplast",h_h + orn_h <-> co2_h + ptrc_h,R00670
CHLADMT,Chlorophyll a demetalase,cholphya_u + h_u <-> mg2_u + phphtna_u,R08584
G1SAT_1,Glutamate-1-semialdehyde aminotransferase,glu1sa_h <-> 5aop_h + h_h,R02272
GLUTRS_1,Glutamyl-tRNA synthetase,atp_h + glu__L_h + trnaglu_h <-> amp_h + glutrna_h + ppi_h,R05578
HEMEASm,Heme a synthase (mitochondria),h2o_m + hemeO_m <-> 5.0 h_m + hemeA_m,R07412
HEMELm,Heme c ligase (mitochondria),apocytc_m + pheme_m <-> cytc_m,R02480
MPML_1,Mg-protoporphyrin IX magnesium-lyase,atp_h + h2o_h + mg2_h + ppp9_h <-> adp_h + h_h + mppp9_h + pi_h,R03877
PPBNGD,Porphobilinogen deaminase,h2o_h + 4.0 ppbng_h <-> hmbil_h + 4.0 nh4_h,R00084
PPBNGS_1,Porphobilinogen synthase,2.0 5aop_h + h_h <-> 2.0 h2o_h + ppbng_h,R00036
TFENFEOR,Transferrin[Fe(II)]2:NAD+ oxidoreductase,h_h + nadh_h + tfenfe3_h <-> nad_h + tfenfe2_h,R04123
UPP1S,Uroporphyrinogen I synthase,hmbil_h <-> h2o_h + uppg1_h,R03166
UPPDC1_1,Uroporphyrinogen decarboxylase (uroporphyrinogen III),4.0 h_h + uppg3_h <-> 4.0 co2_h + cpppg3_h,R03197
UPPDC2_1,Uroporphyrinogen decarboxylase (uroporphyrinogen I),4.0 h_h + uppg1_h <-> 4.0 co2_h + cpppg1_h,R04972
ACCAHh,"1-aminocyclopropane-1-carboxylate aminohydrolase (isomerizing), chloroplast",1acpc_h + h2o_h <-> 2obut_h + nh4_h,R00997
ACCAHm,"1-aminocyclopropane-1-carboxylate aminohydrolase (isomerizing), mitochondria",1acpc_m + h2o_m <-> 2obut_m + nh4_m,R00997
HPCOR,3-hydroxypropionyl-CoA:NADP+ oxidoreductase,3opcoa_c + h_c + nadph_c <-> 3hpcoa_c + nadp_c,R04919
OCDOR,3-oxopropionyl-CoA:NAD+ oxidoreductase,h_c + malcoa_c + nadph_c <-> 3opcoa_c + h2o_c + nadp_c,R00744
PCFPTh,"Propanoyl-CoA:formate C-propanoyltransferase, chloroplast",2obut_h + coa_h <-> for_h + ppcoa_h,R06987
PCNO,Propanoyl-CoA:NADP+ 2-oxidoreductase,nadp_c + ppcoa_c <-> h_c + nadph_c + prpncoa_c,R00919
ADSSh,"Adenylosuccinate synthase, chloroplast",asp__L_h + gtp_h + imp_h <-> dcamp_h + gdp_h + 3.0 h_h + pi_h,R01135
APATT,APS:ATP adenylyltransferase,aps_n + atp_n <-> ap4a_n + so4_n,R01618
APNn,"Adenosine 3',5'-phosphate 5'-nucleotidohydrolase, nucleus",camp_n + h2o_n <-> amp_n + h_n,R00191
ATAH,Allantoate amidinohydrolase,alltt_m + h_m + h2o_m <-> urdglyc_m + urea_m,R02422
ATAMh,"ATP:AMP phosphotransferase, chloroplast",amp_h + atp_h <-> 2.0 adp_h,R00127
BTP,Bis(5'-adenosyl)-triphosphatase,apppa_n + h2o_n <-> adp_n + amp_n + 2.0 h_n,R00187
BTPS,Bis(5'-nucleosyl)-tetraphosphatase (symmetrical),ap4a_n + h2o_n <-> 2.0 adp_n + 2.0 h_n,R00125
GCPN,"Guanosine 3',5'-cyclic phosphate 5'-nucleotidohydrolase",35cgmp_c + h2o_c <-> gmp_c,R01234
GCPNn,"Guanosine 3',5'-cyclic phosphate 5'-nucleotidohydrolase, nucleus",35cgmp_n + h2o_n <-> gmp_n + h_n,R01234
GMP5N,GMP-5'-nucleotidase,gmp_c + h2o_c <-> gsn_c + h_c + pi_c,R01227
GMPSm,"GMP synthase, mitochondria",atp_m + nh4_m + xmp_m <-> amp_m + gmp_m + 4.0 h_m + ppi_m,R01230
URO,Urate oxidase,h2o_m + o2_m + urate_m <-> 5hiu_m + h_m + h2o2_m,R02106
ASPCTm,"Aspartate carbamoyltransferase, mitochondria",asp__L_m + cbp_m <-> cbasp_m + pi_m,R01397
DATCY,DATP:cytidine 5'-phosphotransferase,cytd_c + datp_c <-> cmp_c + dadp_c + h_c,R01548
DATUP,DATP:uridine 5'-phosphotransferase,datp_c + uri_c <-> dadp_c + h_c + ump_c,R01549
DCTCP,DCTP:cytidine 5'-phosphotransferase,cytd_c + dctp_c <-> cmp_c + dcdp_c + h_c,R02371
DCTUP,DCTP:uridine 5'-phosphotransferase,dctp_c + uri_c <-> dcdp_c + h_c + ump_c,R02327
DGTUP,DGTP:uridine 5'-phosphotransferase,dgtp_c + uri_c <-> dgdp_c + h_c + ump_c,R01880
DTTGY,DTTP:cytidine 5'-phosphotransferase,cytd_c + dttp_c <-> cmp_c + dtdp_c + h_c,R02096
DUTCP,DUTP:cytidine 5'-phosphotransferase,cytd_c + dutp_c <-> cmp_c + dudp_c + h_c,R02372
DUTUP,DUTP:uridine 5'-phosphotransferase,dutp_c + uri_c <-> dudp_c + h_c + ump_c,R02332
TDSRh,"Thioredoxin-disulfide reductase, chloroplast",h_h + nadph_h + trdox_h <-> nadp_h + trdrd_h,R02016
UTUP,UTP:uridine 5'-phosphotransferase,uri_c + utp_c <-> h_c + udp_c + ump_c,R00967
ACALDh,"Acetaldehyde dehydrogenase (acetylating), chloroplast",acald_h + coa_h + nad_h <-> accoa_h + h_h + nadh_h,R00228
ACCOAhi,Acetyl-CoA carboxylase,accoa_h + atp_h + hco3_h <-> adp_h + malcoa_h + pi_h,R00742
APhi,Acylphosphatase,actp_h + h2o_h <-> ac_h + h_h + pi_h,R00317
IPPSh,"2-isopropylmalate synthase, chloroplast",3mob_h + accoa_h + h2o_h <-> 3c3hmp_h + coa_h + h_h,R01213
LDHm,D-lactate dehydrogenase,lac__D_m + nad_m <-> h_m + nadh_m + pyr_m,R00704
LLDHh,L-lactate dehydrogenase,lac__L_h + nad_h <-> h_h + nadh_h + pyr_h,R00703
PFLh,Pyruvate formate lyase,coa_h + pyr_h <-> accoa_h + for_h,R00212
PTArh,Phosphotransacetylase,accoa_h + pi_h <-> actp_h + coa_h,R00230
PTArm,"Phosphotransacetylase, mitochondrial",accoa_m + pi_m <-> actp_m + coa_m,R00230
PYRDC_1,Pyruvate carboxy-lyase (acetaldehyde-forming),h_m + pyr_m <-> acald_m + co2_m,R00224
PYRShi,Pyruvate synthase,coa_h + 2.0 fdxox_h + 3.0 h_h + pyr_h <-> accoa_h + co2_h + 2.0 fdxrd_h,R01196
HYDAh,"(FeFe)-hydrogenase, chloroplast",2.0 fdxrd_h <-> 2.0 fdxox_h + 2.0 h_h + h2_h,R00019
CAROMO,"Beta-carotene 15,15'-monooxygenase",caro_h + o2_h <-> 2.0 retinal_h,R00032
LUMIRHODOPSINI,Lumirhodopsin isomerase (spontaneous),lumirhodopsin_s <-> metarhodopsin_s,R06194
METARHODOPSINH,Metarhodopsin hydrolase (spontaneous),h2o_s + metarhodopsin_s <-> 2.0 h_s + retinal_s,R02127
TRETINOLOR1,Retinol:NAD oxidoreductase,h_s + nadh_s + retinal_s <-> nad_s + retinol_s,R02124
AFAT,ATP:FMN adenylyltransferase,atp_c + fmn_c + 2.0 h_c <-> fad_c + ppi_c,R00161
AUS,5-Amino-6-(1-D-ribitylamino)uracil synthase,5aprbu_h + h2o_h <-> 4r5au_h + pi_h,R07280
DLDLBT,"6,7-Dimethyl-8-(1-D-ribityl)lumazine:6,7-dimethyl-8-(1-D-ribityl) lumazine 2,3-butanediyltransferase",4r5au_h + db4p_h <-> dmlz_h + h_h + 2.0 h2o_h + pi_h,R04457
RIBFS,Riboflavin synthase,2.0 dmlz_h + h_h <-> 4r5au_h + ribflv_h,R00066
ACHMSSELCYSL,"O-Acetylhomoserine succinate-lyase (adding cysteine), cytosol",achms_c + selcys_c <-> ac_c + selcyst_c,R04945
ACSERL,"O3-Acetyl-L-serine acetate-lyase (adding hydrogen sulfide), cytosol",acser_c + seln_c <-> ac_c + 2.0 h_c + selcys_c,R03601
ACSERLh,"O3-Acetyl-L-serine acetate-lyase (adding hydrogen sulfide), chloroplast",acser_h + seln_h <-> ac_h + 2.0 h_h + selcys_h,R03601
SELCYSTLh,"Selenocystathionine L-homocysteine-lyase (deaminating), chloroplast",h2o_h + selcyst_h <-> h_h + nh4_h + pyr_h + selhcys_h,R04941
SELTORc,"Selenite:ferredoxin oxidoreductase, cytosol",6.0 fdxrd_c + slnt_c <-> 6.0 fdxox_c + 6.0 h_c + 3.0 h2o_c + seln_c,R03600
SELTORm,"Selenite:ferredoxin oxidoreductase, mitochondria",6.0 fdxrd_m + slnt_m <-> 6.0 fdxox_m + 6.0 h_m + 3.0 h2o_m + seln_m,R03600
SUCHMSSELCYSL,"O-Succinyl-L-homoserine succinate-lyase (adding cysteine), cytosol",selcys_c + suchms_c <-> selcyst_c + succ_c,R04946
SLCS,Selenocysteine synthase,selnp_m + sertrna_sec_m <-> pi_m + sectrna_m,R08219
ABFPT,ATP:D-fructose 6-phosphotransferase,atp_c + fru_B_c <-> adp_c + f6p_B_c + h_c,R03920
ABFPTh,"ATP:D-fructose 6-phosphotransferase, chloroplast",atp_h + fru_B_h <-> adp_h + f6p_B_h + h_h,R03920
BFFS,Beta-fructofuranosidase,h2o_c + suc6p_c <-> fru_B_c + g6p_A_c,R06102
SAGH,Sucrose alpha-glucohydrolase,h2o_c + sucr_c <-> fru_B_c + Glc_aD_c,R00802; R06088
SULOm,"Sulfite oxidase, mitochondria",h2o_m + so3_m + o2_m <-> h_m + h2o2_m + so4_m,R00533
SULR_ferr,Sulfite reductase (ferredoxin),6.0 fdxrd_h + so3_h <-> 6.0 fdxox_h + 6.0 h_h + 3.0 h2o_h + h2s_h,R00859
TSULe,"Thiosulfate formation, spontaneous",so3_e + s_e <-> h_e + tsul_e,R00864
MDH_nadp_fi,Malate dehydrogenase (NADP),mal__L_f + nadp_f <-> h_f + nadph_f + oaa_f,R00343
ICDHhr,"Isocitrate dehydrogenase (NADP+), reversible",icit_h + nadp_h <-> akg_h + co2_h + nadph_h,R00267
SUCLm,Succinyl-CoA ligase (ADP-forming),atp_m + coa_m + h_m + succ_m <-> adp_m + pi_m + succoa_m,R00405
34HPPYRI,3-(4-Hydroxyphenyl)pyruvate keto-enol-isomerase,34hpp_c <-> 2h34hppr_c,R03342
ACAS_2ahbut,"Acetolactate synthase, 2-Aceto-2-hydroxybutanoate forming",2ahethmpp_h + 2obut_h <-> 2ahbut_h + thmpp_h,R04673
KARI,Ketol-acid reductoisomerase,2ahbut_h <-> 3hmop_h,R05069
KARI_23dhmb,"Ketol-acid reductoisomerase, (R)-2,3-Dihydroxy-3-methylbutanoate forming",3hmoa_h + h_h + nadph_h <-> 23dhmb_h + nadp_h,R04440
KARI_3hmoa,"Ketol-acid reductoisomerase,  3-Hydroxy-3-methyl-2-oxobutanoic acid forming",alac__S_h <-> 3hmoa_h,R05071
TAL,Threonine ammonia-lyase,thr__L_h <-> 2obut_h + nh4_h,R00996
VALTLh,"Valine---tRNA ligase, chloroplast",atp_h + trnaval_h + val__L_h <-> amp_h + ppi_h + valtrna_h,R03665
ALDH,Aldehyde dehydrogenase (NAD+),h2o_m + mmtsa_m + nad_m <-> 2.0 h_m + mm_m + nadh_m,R03869
ECH_3hivcoa,"Enoyl-coa hydratase, 3-Hydroxyisovaleryl-CoA forming",3mb2coa_m + h2o_m <-> 3hivcoa_m,R04137
HIBH,"3-hydroxyisobutyryl-coa hydrolase, mitochondrial",3hibutcoa_m + h2o_m <-> 3hib_m + coa_m + h_m,R05064
HMNO,3-Hydroxy-2-methylpropanoate:NAD+ oxidoreductase,3hib_m + nad_m <-> h_m + mmtsa_m + nadh_m,R05066
MMSDH,Methylmalonate-semialdehyde dehydrogenase (acylating),coa_m + mmtsa_m + nad_m <-> co2_m + nadh_m + ppcoa_m,R00935
BCTA_val_h,"Branched-chain-amino-acid transaminase, valine forming, chloroplast",akg_h + val__L_h <-> 3mob_h + glu__L_h,R01214
PYDXOR,Pyridoxine:NADP+ 4-oxidoreductase,h_c + nadph_c + pydx_c <-> nadp_c + pydxn_c,R01708
PYDXS,Pyridoxal 5-phosphate synthase,g3p_c + gln__L_c + ru5p__D_c <-> glu__L_c + h_c + 3.0 h2o_c + pi_c + pydx5p_c,R07456
23CN2P1,2  3  cyclic nucleotide 2  phosphodiesterase  2  3  cyclc AMP ,23camp_c + h2o_c <-> 3amp_c + h_c,R03537
23CN2P4,2  3  cyclic nucleotide 2  phosphodiesterase  2  3   cyclic GMP ,23cgmp_c + h2o_c <-> 3gmp_c + h_c,R05135
3NUCLE1,3  nucleotidase  3  AMP ,3amp_c + h2o_c <-> adn_c + pi_c,R01562
3NUCLE3,3  nucleotidase  3  cMP ,3cmp_c + h2o_c <-> cytd_c + pi_c,R02370
3NUCLE4,3  nucleotidase  guanosine 3  phosphate ,3gmp_c + h2o_c <-> gsn_c + pi_c,R02148
ACACT5r_1,Acetyl CoA C acyltransferase  decanoyl CoA ,accoa_c + dccoa_c <-> 3oddcoa_c + coa_c,R04742
ADADir,Deoxycytidine kinase,atp_c + dcyt_c <-> adp_c + dcmp_c + h_c,R01666
AHSERL4,Cysteine synthase  Thiosulfate ,acser_c + trdrd_c + tsul_c <-> ac_c + cys__L_c + h_c + so3_c + trdox_c,R04859
ALDD16,Aldehyde dehydrogenase  hexadecanal  NAD ,h2o_c + hxdcal_c + nad_c <-> 2.0 h_c + hdca_c + nadh_c,R01704
ALDD20x_1,Aldehyde dehydrogenase  NAD ,h2o_c + imzacd_c + nad_c <-> 2.0 h_c + imzac_c + nadh_c,R04065
ALDD32,Aldehyde dehydrogenase  D Glucuronolactone  NADH ,glcurn_c + 2.0 h2o_c + nad_c <-> glcr_c + 3.0 h_c + nadh_c,R02957
APATi,Tetrahydrodipicolinate acetyltransferase,accoa_c + h2o_c + thdp_c <-> acamoxm_c + coa_c,R04364
BG_CELLB,Beta glucosidase  cellobiose ,cellb_e + h2o_e <-> 2.0 glc__D_e,R00306; R06104
BLACT,Beta lactamase,h2o_c + pencil_c <-> h_c + pencilca_c,R06363
DAAOP,D alanyl aminopeptidase,alaala_e + h2o_e <-> 2.0 ala__D_e,R07651
DGNSK,Deoxyguanosine kinase,atp_c + dgsn_c <-> adp_c + dgmp_c + h_c,R01967
DM1PE,2 3 diketo 5 methylthiopentyl 1 phosphate enolase,dkmpp_c <-> 2h3k5m_c + h_c,R07393
ECOAH2c,Enoyl CoA hydratase  bacterial,2mp2coa_c + h_c + h2o_c <-> hibcoa_c,R04224
FCLT_2,Heme B synthesis reaction,fe2_c + ppp9_c <-> h_c + pheme_c,R00310
FGLU_1,Formimidoylglutamase,forglu_c + h2o_c <-> frmd_c + glu__L_c,R02285
FMETDF,Formylmethionine deformylase,fmet_c + h2o_c <-> for_c + met__L_c,R00653
G1Dx,Glucose 1 dehydrogenase  NAD ,glc__D_c + nad_c <-> g15lac_c + h_c + nadh_c,R00300
GGTAe2,Gamma glutamyltransferase,gthrd_e + h2o_e <-> cgly_e + glu__L_e,R00494
GLCRAL_1,5 dehydro 4 deoxyglucarate aldolase,5d4dglcr_c <-> 2h3opp_c + pyr_c,R02754
GLCRD_1,Glucarate dehydratase,glcr_c <-> 5d4dglcr_c + h2o_c,R02752
GLYO1,Glycine oxidase,gly_c + h2o_c + o2_c <-> glx_c + h2o2_c + nh4_c,R00366
HEMEOS_1,Heme O synthase,frdp_c + h2o_c + pheme_c <-> h_c + hemeO_c + ppi_c,R07411
IGPDH_1,Imidazoleglycerol phosphate dehydratase,eig3p_c + h_c <-> h2o_c + imacp_c,R03457
ISOMS,Isomaltulose synthase,sucr_c <-> pala_c,R00810; R06217
LDH2,L lactate dehydrogenase  2 Hydroxybutanoic acid ,2hbut_c + nad_c <-> 2obut_c + h_c + nadh_c,R01000
LLEUDr,L leucine dehydrogenase,h2o_c + leu__L_c + nad_c <-> 4mop_c + h_c + nadh_c + nh4_c,R01088
MAL6PG,Maltose 6  phosphate glucosidase,h2o_c + malt6p_c <-> g6p_c + glc__D_c,R00838; R06115
METSR_S1,L methionine S oxide reductase  trdrd ,metox_c + trdrd_c <-> h2o_c + met__L_c + trdox_c,R02025
OCBT_1,Ornithine carbamoyltransferase,cbp_c + orn__L_c <-> citr__L_c + h_c + pi_c,R01398
PPTT,Trans pentaprenyltranstransferase,ipdp_c + pendp_c <-> hexdp_c + ppi_c,R05613
PUNP8,Purine nucleoside phosphorylase  nebularine ,h_c + nebari_c + pi_c <-> purine_c + r1p_c,R08368
Q23DO,Quercetin 2 3 dioxygenase,o2_c + quc_c <-> 2pcpgc_c + co_c,R02156
SHCHD2_1,Sirohydrochlorin dehydrogenase  NAD ,nad_c + shcl_c <-> h_c + nadh_c + srch_c,R03947
SORD_D,D sorbitol dehydrogenase,fad_c + sbt__D_c <-> fadh2_c + srb__L_c,R02925
SULR_1,Sulfite reductase  NADPH2 ,3.0 h2o_c + h2s_c + 3.0 nadp_c <-> 4.0 h_c + 3.0 nadph_c + so3_c,R00858
TARTRDH,Tartrate dehydrogenase,nad_c + tartr__L_c <-> h_c + nadh_c + oxglyc_c,R06180
TARTRDH2,Tartrate dehydrogenase,nad_c + tartr__M_c <-> h_c + nadh_c + oxglyc_c,R02545
TRPAS1,Tryptophanase  L cysteine ,cys__L_c + h2o_c <-> h_c + h2s_c + nh4_c + pyr_c,R00782
UAG4E,UDP N acetylglucosamine 4 epimerase,uacgam_c <-> uacgala_c,R00418
UPP3MT_2,Uroporphyrinogen methyltransferase,2.0 amet_c + uppg3_c <-> 2.0 ahcys_c + 2.0 h_c + shcl_c,R03194
BDG2HCGHD,Beta-D-Glucosyl-2-coumarinate glucohydrolase,bdg2hc_c + h2o_c <-> 2coum_c + glc__D_c + h_c,R04998
P4502C93,Cytochrome P450 2C9,h_c + limnen_c + nadph_c + o2_c <-> h2o_c + nadp_c + perillyl_c,R02470
STS1,Steryl-sulfatase,dheas_c + h2o_c <-> dhea_c + h_c + so4_c,R03404
STS1r,Steryl-sulfatase,dheas_r + h2o_r <-> dhea_r + h_r + so4_r,R03404
GULND,Gulonate dehydrogenase,glcur_c + h_c + nadph_c <-> guln__L_c + nadp_c,R01481
ABO5g_cho,"ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase; transferase B, alpha 1-3-galactosyltransferase)",fucgalacgalfuc12gal14acglcgalgluside_cho_g + udpacgal_g <-> acgalfucgalacgalfuc12gal14acglcgalgluside_cho_g + h_g + udp_g,R06197
B3GALT44g_cho,"Beta-1,3-galactosyltransferase 4",gt2_cho_g + udpgal_g <-> gt1c_cho_g + h_g + udp_g,R05953
B3GALT5g_cho,"Beta-1,3-galactosyltransferase 5",gbside_cho_g + udpgal_g <-> galgbside_cho_g + h_g + udp_g,R05964
B3GALTg_cho,Beta galactosyltransferase,acglcgalgluside_cho_g + udpgal_g <-> galacglcgalgluside_cho_g + h_g + udp_g,R04610; R06006
B3GNT310g_cho,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3, Golgi apparatus",acglcgalgluside_cho_g + udpgal_g <-> gal14acglcgalgluside_cho_g + h_g + udp_g,R05977; R09755
B3GNT315g_cho,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3, Golgi apparatus",acglc13galacglcgal14acglcgalgluside_cho_g + udpgal_g <-> galacglc13galacglcgal14acglcgalgluside_cho_g + h_g + udp_g,R06097
CDIPTr_cho,Phosphatidylinositol synthase (Homo sapiens),cdpdag_cho_c + inost_c <-> cmp_c + h_c + pail_cho_c,R01802
CERK_cho,Ceramide kinase,atp_c + crm_cho_c <-> adp_c + crmp_cho_c + h_c,R01495
CLS_cho,Cardiolipin synthase (cho),cdpdag_cho_c + pglyc_cho_c <-> clpn_cho_c + cmp_c + h_c,R02030
CYTK2m,"Cytidylate kinase (dCMP),mitochondrial",atp_m + dcmp_m <-> adp_m + dcdp_m,R01665
DASCBH_cho,L-Dehydroascorbate lactonohydrolase,dhdascb_c + h2o_c <-> 23doguln_c,R04785
DIDP,Inosine diphosphate phosphatase,didp_c + h2o_c <-> dimp_c + h_c + pi_c,R10235
DNTP,Dinucleosidetriphosphatase,apppa_c + h2o_c <-> adp_c + amp_c + 2.0 h_c,R00187
DPCOAPPe,"Pyrophasphatase (dephospho-CoA, extracellular)",dpcoa_e + h2o_e <-> amp_e + 2.0 h_e + pan4p_e,R03036
DTTPDPm,"DTTP diphosphatase, mitochondrial",dttp_m + h2o_m <-> dtmp_m + h_m + ppi_m,R11323
FADDPle,FAD diphosphatase,fad_e + h2o_e <-> amp_e + fmn_e + 2.0 h_e,R00160
FUT97g_cho,"Alpha-(1,3)-fucosyltransferase",fuc132galacglcgal14acglcgalgluside_cho_g + gdpfuc_g <-> fucfuc132galacglcgal14acglcgalgluside_cho_g + gdp_g + h_g,R06221
GALGT3_cho,"Beta-1,4 N-acetylgalactosaminyltransferase",gd3_cho_g + udpacgal_g <-> gd2_cho_g + h_g + udp_g,R05109; R05946
GBA_cho,Glucosylceramidase,gluside_cho_c + h2o_c <-> crm_cho_c + glc__D_c,R01498
HGDm,2-Hydroxyglutarate:(acceptor) 2-oxidoreductase,2hog_m + fad_m <-> akg_m + fadh2_m,R03534
HOLYSK,Hydroxylysine kinase,gtp_c + hlys_c <-> gdp_c + h_c + pholys_c,R03378
HPI,Hydroxypyruvate isomerase,hpyr_c <-> hop_c,R01394
HURH,5-hydroxyisourate amidohydrolase,C11821_c + h2o_c <-> h_c + houdic_c,R06601
MI3PS,1D-myo-inositol-3-phosphate lyase (isomerizing),g6p_c <-> mi3p__D_c,R07324
PAN4PPe,"Phosphatase, Extracellular",h2o_e + pan4p_e <-> pi_e + ptth_e,R10748
PGAM1_PhosHydro,Phosphoenol pyruvate phosphatase,h2o_c + pep_c <-> pi_c + pyr_c,R00208
PHEOX,L-Phenylalanine oxidase,h2o_c + o2_c + phe__L_c <-> h2o2_c + nh4_c + phpyr_c,R00689
PI345P3P_cho,"Phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase",h2o_c + pail345p_cho_c <-> pail45p_cho_c + pi_c,R04513
PI345P3Pn_cho,"Phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase, nuclear",h2o_n + pail345p_cho_n <-> pail45p_cho_n + pi_n,R04513
PI345P5P_cho,"Phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase",h2o_c + pail345p_cho_c <-> pail34p_cho_c + pi_c,R09827
PI345P5Pn_cho,"Phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase, nuclear",h2o_n + pail345p_cho_n <-> pail34p_cho_n + pi_n,R09827
PI34P3Pn_cho,"Phosphatidylinositol-3,4-bisphosphate 3-phosphatase, nuclear",h2o_n + pail34p_cho_n <-> pail4p_cho_n + pi_n,R06875
PI34P4P,"Phosphatidylinositol-3,4-bisphosphate 4-phosphatase",h2o_c + pail34p_cho_c <-> pail3p_cho_c + pi_c,R07299
PI35P3P_cho,"Phosphatidylinositol-3,5-bisphosphate 3-phosphatase",h2o_c + pail35p_cho_c <-> pail5p_cho_c + pi_c,R10928
PI3P5K_cho,Phosphatidylinositol 3-phosphate 5-kinase,atp_c + pail3p_cho_c <-> adp_c + h_c + pail35p_cho_c,R05802
PI3PP_cho,Phosphatidylinositol-3-phosphate 3-phosphatase,h2o_c + pail3p_cho_c <-> pail_cho_c + pi_c,R03363
PI45P3Kn_cho,"Phosphatidylinositol 4,5-bisphosphate 3-kinase, nuclear",atp_n + pail45p_cho_n <-> adp_n + h_n + pail345p_cho_n,R04545
PI45P5P_cho,"Phosphatidylinositol-4,5-bisphosphate 5-phosphatase",h2o_c + pail45p_cho_c <-> pail4p_cho_c + pi_c,R04404
PI45P5Pn_cho,"Phosphatidylinositol-4,5-bisphosphate 5-phosphatase, nuclear",h2o_n + pail45p_cho_n <-> pail4p_cho_n + pi_n,R04404
PI4P5Kn_cho,"Phosphatidylinositol 4-phosphate 5-kinase, nuclear",atp_n + pail4p_cho_n <-> adp_n + h_n + pail45p_cho_n,R03469
PI5P4K_cho,Phosphatidylinositol-5-phosphate 4-kinase,atp_c + pail5p_cho_c <-> adp_c + h_c + pail45p_cho_c,R05803
PIK4_cho,Phosphatidylinositol 4-kinase,atp_c + pail_cho_c <-> adp_c + h_c + pail4p_cho_c,R03361
PIK5_cho,Phosphatidylinositol 5-kinase,atp_c + pail_cho_c <-> adp_c + h_c + pail5p_cho_c,R10951
PNTEHe,(R)-Pantetheine Amidohydrolase,h2o_e + ptth_e <-> cysam_e + pnto__R_e,R02973
RE0066M,RE0066,C01241_m + amet_m <-> C04308_m + ahcys_m + 2.0 h_m,R03424
RE0066R,RE0066,C01241_r + amet_r <-> C04308_r + ahcys_r + 2.0 h_r,R03424
RE0580L,RE0580,h_l + malcoa_l + pmtcoa_l <-> 3ohodcoa_l + co2_l + coa_l,R07758
RE0581C,RE0581,3ohodcoa_c + h_c + nadph_c <-> CE2248_c + nadp_c,R07759
RE0582N,RE0582,CE2248_n <-> h2o_n + od2coa_n,R07760
RE1587C,Quinine 3-Monooxygenase,estrone_c + h_c + nadph_c + o2_c <-> C05298_c + h2o_c + nadp_c,R02355
RE1587L,RE1587,estrone_l + h_l + nadph_l + o2_l <-> C05298_l + h2o_l + nadp_l,R02355
RE1587R,RE1587,estrone_r + h_r + nadph_r + o2_r <-> C05298_r + h2o_r + nadp_r,R02355
